Date,Time,Src IP,Dst IP,Byte Size
2024-04-11,10:41:35,"('10.3.141.106', 41080)","('54.208.230.204', 443)",[60]
2024-04-11,10:41:52,"('10.3.141.228', 49570)","('13.225.63.111', 443)","[122, 1, 27]"
2024-04-11,10:41:52,"('13.225.63.111', 443)","('10.3.141.228', 49570)","[1, 53]"
2024-04-11,10:41:52,"('13.225.63.111', 443)","('10.3.141.228', 49570)",[110]
2024-04-11,10:41:52,"('10.3.141.228', 49570)","('13.225.63.111', 443)",[141]
2024-04-11,10:41:52,"('10.3.141.228', 49570)","('13.225.63.111', 443)",[517]
2024-04-11,10:41:52,"('13.225.63.111', 443)","('10.3.141.228', 49570)",[19]
2024-04-11,10:42:03,"('52.223.21.95', 443)","('10.3.141.107', 49157)",[512]
2024-04-11,10:42:03,"('52.223.21.95', 443)","('10.3.141.107', 49157)",[272]
2024-04-11,10:42:03,"('10.3.141.107', 49157)","('52.223.21.95', 443)",[176]
2024-04-11,10:42:04,"('54.208.230.204', 443)","('10.3.141.106', 41080)",[28]
2024-04-11,10:42:04,"('54.208.230.204', 443)","('10.3.141.106', 41080)",[56]
2024-04-11,10:42:04,"('10.3.141.106', 41080)","('54.208.230.204', 443)","[28, 60]"
2024-04-11,10:42:33,"('54.208.230.204', 443)","('10.3.141.106', 41080)",[28]
2024-04-11,10:42:33,"('54.208.230.204', 443)","('10.3.141.106', 41080)",[56]
2024-04-11,10:42:33,"('10.3.141.106', 41080)","('54.208.230.204', 443)","[28, 60]"
2024-04-11,10:42:52,"('10.3.141.228', 34530)","('13.225.63.16', 443)","[122, 1, 27]"
2024-04-11,10:42:52,"('13.225.63.16', 443)","('10.3.141.228', 34530)","[1, 53]"
2024-04-11,10:42:52,"('13.225.63.16', 443)","('10.3.141.228', 34530)",[110]
2024-04-11,10:42:52,"('10.3.141.228', 34530)","('13.225.63.16', 443)",[141]
2024-04-11,10:42:52,"('10.3.141.228', 34530)","('13.225.63.16', 443)",[496]
2024-04-11,10:42:52,"('13.225.63.16', 443)","('10.3.141.228', 34530)",[19]
2024-04-11,10:42:58,"('18.221.234.99', 443)","('10.3.141.92', 49194)",[96]
2024-04-11,10:42:58,"('10.3.141.92', 49194)","('18.221.234.99', 443)",[64]
2024-04-11,10:43:02,"('54.208.230.204', 443)","('10.3.141.106', 41080)",[28]
2024-04-11,10:43:02,"('54.208.230.204', 443)","('10.3.141.106', 41080)",[56]
2024-04-11,10:43:02,"('10.3.141.106', 41080)","('54.208.230.204', 443)","[28, 60]"
2024-04-11,10:43:05,"('10.3.141.107', 49156)","('52.223.21.95', 443)",[176]
2024-04-11,10:43:05,"('52.223.21.95', 443)","('10.3.141.107', 49156)",[480]
2024-04-11,10:43:31,"('54.208.230.204', 443)","('10.3.141.106', 41080)",[28]
2024-04-11,10:43:31,"('54.208.230.204', 443)","('10.3.141.106', 41080)",[56]
2024-04-11,10:43:31,"('10.3.141.106', 41080)","('54.208.230.204', 443)","[28, 60]"
2024-04-11,10:43:33,"('52.223.21.95', 443)","('10.3.141.107', 49158)",[512]
2024-04-11,10:43:33,"('52.223.21.95', 443)","('10.3.141.107', 49158)",[272]
2024-04-11,10:43:33,"('10.3.141.107', 49158)","('52.223.21.95', 443)",[176]
2024-04-11,10:43:52,"('10.3.141.228', 58010)","('13.225.63.7', 443)","[122, 1, 27]"
2024-04-11,10:43:52,"('13.225.63.7', 443)","('10.3.141.228', 58010)","[1, 53]"
2024-04-11,10:43:52,"('13.225.63.7', 443)","('10.3.141.228', 58010)",[110]
2024-04-11,10:43:52,"('10.3.141.228', 58010)","('13.225.63.7', 443)",[141]
2024-04-11,10:43:52,"('10.3.141.228', 58010)","('13.225.63.7', 443)",[496]
2024-04-11,10:43:53,"('13.225.63.7', 443)","('10.3.141.228', 58010)",[19]
